tempo,key,mode,loudness,time_signature,duration_ms,danceability,acousticness,speechiness,liveness,energy,instrumentalness,valence
128.03,6.0,1.0,-5.954,4.0,275733.0,0.651,0.82,0.0361,0.29,0.53,0.0,0.177
139.993,4.0,1.0,-7.617,4.0,241711.0,0.545,0.5,0.0378,0.323,0.421,0.0,0.161
127.96,6.0,1.0,-7.306,4.0,249751.0,0.579,0.75,0.0294,0.103,0.404,0.0,0.249
179.597,7.0,1.0,-5.431,4.0,203991.0,0.369,0.64,0.0318,0.184,0.424,0.0,0.181
187.893,3.0,1.0,-8.206,4.0,233576.0,0.593,0.301,0.0405,0.104,0.639,0.0,0.7
154.969,3.0,1.0,-9.235,4.0,309840.0,0.24,0.753,0.0361,0.0917,0.469,2.05e-06,0.24
136.055,4.0,0.0,-7.045,4.0,214236.0,0.689,0.812,0.0586,0.121,0.471,0.0,0.237
125.922,7.0,1.0,-7.53,4.0,229524.0,0.685,0.744,0.0433,0.081,0.535,0.0,0.369
124.99,6.0,1.0,-13.004,4.0,367192.0,0.617,0.58,0.0301,0.42,0.22,0.00483,0.243
135.917,9.0,1.0,-8.394,4.0,261968.0,0.555,0.619,0.0354,0.101,0.405,0.0,0.398
119.063,6.0,1.0,-9.752,4.0,284114.0,0.66,0.851,0.037,0.113,0.296,0.0,0.209
115.988,9.0,1.0,-10.998,4.0,156650.0,0.692,0.889,0.0328,0.121,0.294,0.000194,0.63
134.055,1.0,1.0,-6.135,4.0,226791.0,0.569,0.676,0.0286,0.136,0.588,6.53e-06,0.377
120.048,4.0,1.0,-9.924,4.0,231282.0,0.505,0.668,0.033,0.141,0.335,0.000433,0.103
130.064,4.0,1.0,-3.632,4.0,265846.0,0.529,0.142,0.0314,0.0989,0.673,0.0,0.304
108.01,0.0,1.0,-10.622,4.0,289242.0,0.736,0.74,0.0314,0.199,0.304,0.0,0.381
126.006,7.0,1.0,-7.6,4.0,234812.0,0.575,0.847,0.034,0.086,0.345,0.0,0.292
120.028,2.0,1.0,-7.075,4.0,194000.0,0.714,0.624,0.034,0.0629,0.638,0.0,0.494
143.863,7.0,1.0,-7.828,4.0,230539.0,0.555,0.652,0.0272,0.115,0.474,0.0,0.374
143.851,9.0,0.0,-7.893,4.0,236667.0,0.532,0.253,0.0309,0.359,0.429,0.0,0.314
134.17,5.0,1.0,-12.701,4.0,325267.0,0.542,0.648,0.0306,0.0635,0.337,0.00138,0.205
170.019,4.0,0.0,-5.467,4.0,166235.0,0.712,0.0697,0.127,0.402,0.769,5.41e-06,0.295
149.969,9.0,0.0,-6.948,4.0,232400.0,0.665,0.00249,0.0725,0.109,0.654,0.00119,0.736
136.328,10.0,1.0,-11.961,4.0,320166.0,0.425,0.873,0.0373,0.111,0.201,0.0,0.267
129.961,6.0,0.0,-6.847,4.0,220963.0,0.647,0.728,0.0353,0.15,0.473,0.0,0.227
75.39,6.0,1.0,-9.533,4.0,224400.0,0.453,0.867,0.0312,0.112,0.384,0.0,0.153
176.033,7.0,1.0,-8.694,4.0,267273.0,0.522,0.694,0.0386,0.149,0.485,0.0,0.543
97.02,4.0,0.0,-7.873,4.0,212158.0,0.815,0.045,0.204,0.0778,0.526,0.0,0.395
139.929,8.0,1.0,-6.566,4.0,209999.0,0.727,0.0523,0.0319,0.119,0.736,0.0,0.717
179.727,6.0,1.0,-9.109,4.0,209643.0,0.435,0.853,0.066,0.412,0.338,0.0,0.354
126.068,6.0,0.0,-4.396,4.0,145792.0,0.686,0.0397,0.0449,0.396,0.867,4.18e-05,0.691
143.921,2.0,1.0,-5.713,4.0,225833.0,0.604,0.197,0.0286,0.0979,0.555,0.0,0.264
141.954,9.0,1.0,-4.857,4.0,219718.0,0.575,0.0704,0.0381,0.0749,0.791,0.0,0.298
95.973,11.0,0.0,-4.289,4.0,202061.0,0.709,0.157,0.0371,0.117,0.695,0.0,0.423
179.813,2.0,1.0,-5.352,3.0,232784.0,0.457,0.279,0.0502,0.128,0.679,0.0,0.301
130.219,2.0,1.0,-6.825,4.0,276339.0,0.49,0.0473,0.0302,0.351,0.496,1.55e-06,0.173
138.294,11.0,1.0,-8.045,4.0,281910.0,0.354,0.581,0.0283,0.135,0.464,0.0,0.264
99.003,7.0,1.0,-7.485,4.0,272771.0,0.596,0.654,0.0309,0.0895,0.487,0.0,0.277
109.169,2.0,1.0,-8.53,4.0,253368.0,0.472,0.845,0.0302,0.081,0.416,0.0,0.33
139.931,6.0,0.0,-5.739,4.0,252639.0,0.568,0.0709,0.03,0.117,0.583,0.0,0.0793
120.018,10.0,1.0,-9.538,4.0,269547.0,0.488,0.416,0.0352,0.0784,0.468,4.66e-06,0.323
119.413,10.0,1.0,-10.279,4.0,255920.0,0.439,0.946,0.0433,0.359,0.283,0.0,0.405
164.084,7.0,1.0,-5.991,4.0,228659.0,0.552,0.122,0.0268,0.172,0.746,0.0,0.569
176.018,11.0,0.0,-4.898,4.0,206587.0,0.476,0.104,0.0251,0.232,0.659,0.0,0.492
123.862,9.0,1.0,-12.514,4.0,326227.0,0.585,0.903,0.0364,0.0929,0.187,0.0,0.179
126.036,9.0,1.0,-5.82,4.0,161905.0,0.757,0.0497,0.135,0.121,0.794,0.00946,0.453
77.009,11.0,0.0,-9.984,4.0,239286.0,0.591,0.641,0.0653,0.161,0.595,0.0,0.611
127.597,5.0,0.0,-10.835,4.0,230183.0,0.39,0.785,0.036,0.083,0.331,0.0,0.144
93.042,7.0,1.0,-5.65,4.0,243116.0,0.524,0.494,0.0266,0.333,0.613,0.0,0.473
135.781,8.0,1.0,-13.185,4.0,240754.0,0.506,0.753,0.0347,0.0883,0.271,1.23e-06,0.399
69.495,2.0,0.0,-18.788,4.0,232875.0,0.49,0.903,0.0414,0.12,0.0675,3.18e-06,0.283
148.009,2.0,1.0,-6.357,4.0,313282.0,0.471,0.285,0.0295,0.108,0.502,0.0,0.201
99.965,4.0,0.0,-6.059,4.0,139200.0,0.8,0.279,0.0677,0.319,0.645,0.0,0.238
75.482,9.0,1.0,-7.439,4.0,179603.0,0.779,0.0156,0.0532,0.239,0.526,0.0,0.73
109.975,7.0,1.0,-7.626,4.0,214907.0,0.791,0.409,0.0327,0.233,0.599,8.13e-06,0.677
163.002,1.0,1.0,-8.607,4.0,175540.0,0.772,0.0188,0.0746,0.11,0.544,0.00845,0.591
135.671,1.0,1.0,-9.613,4.0,271765.0,0.43,0.83,0.0307,0.108,0.311,0.0,0.351
128.579,1.0,1.0,-9.757,4.0,251077.0,0.468,0.694,0.0386,0.109,0.26,0.0,0.214
135.606,11.0,1.0,-7.107,4.0,257212.0,0.587,0.434,0.0369,0.354,0.474,7.81e-06,0.367
135.964,0.0,1.0,-5.223,4.0,232335.0,0.539,0.209,0.0309,0.114,0.563,0.0,0.182
138.085,2.0,1.0,-7.314,4.0,254028.0,0.596,0.67,0.0322,0.202,0.562,0.0,0.38
137.939,3.0,1.0,-8.078,4.0,316957.0,0.526,0.13,0.0408,0.116,0.555,0.0,0.358
131.981,3.0,1.0,-7.355,4.0,194545.0,0.736,0.582,0.0469,0.0616,0.527,0.0,0.524
141.903,8.0,1.0,-9.45,4.0,270026.0,0.452,0.736,0.0276,0.0986,0.371,2.67e-06,0.49
152.194,6.0,0.0,-5.828,4.0,181184.0,0.407,0.263,0.0357,0.112,0.497,0.0,0.312
103.968,6.0,0.0,-7.826,4.0,227200.0,0.675,0.0443,0.0275,0.104,0.584,8.85e-06,0.41
98.028,1.0,0.0,-5.39,4.0,198673.0,0.887,0.761,0.0405,0.172,0.554,0.0,0.675
171.974,2.0,1.0,-6.485,4.0,194744.0,0.658,0.625,0.0366,0.132,0.417,0.0,0.0748
139.886,1.0,1.0,-10.706,4.0,247210.0,0.455,0.591,0.0365,0.112,0.4,2.16e-06,0.0877
94.005,5.0,1.0,-10.328,4.0,191365.0,0.641,0.585,0.0395,0.0865,0.314,0.0,0.314
123.928,8.0,1.0,-8.218,4.0,250614.0,0.603,0.529,0.0343,0.0994,0.405,0.0,0.315
99.954,3.0,1.0,-5.246,4.0,201150.0,0.791,0.32,0.0286,0.0637,0.553,0.0,0.692
149.912,1.0,1.0,-10.964,4.0,283487.0,0.464,0.901,0.0412,0.128,0.286,0.0,0.425
133.978,8.0,1.0,-8.296,4.0,331530.0,0.58,0.389,0.0263,0.151,0.391,6.76e-06,0.198
93.016,1.0,1.0,-6.488,4.0,215382.0,0.749,0.148,0.0309,0.821,0.558,0.00151,0.499
125.929,6.0,1.0,-7.938,4.0,216246.0,0.521,0.857,0.0308,0.0952,0.335,0.0,0.166
127.858,0.0,1.0,-8.696,4.0,264609.0,0.514,0.758,0.0382,0.0921,0.402,0.0,0.495
94.015,8.0,1.0,-6.696,4.0,226240.0,0.564,0.596,0.0311,0.0668,0.713,2.4e-06,0.577
115.998,9.0,1.0,-6.032,4.0,234992.0,0.705,0.886,0.04,0.284,0.426,0.0,0.353
102.853,2.0,1.0,-10.84,3.0,265000.0,0.36,0.612,0.0351,0.109,0.287,0.0,0.137
140.372,1.0,1.0,-19.189,4.0,148146.0,0.628,0.953,0.0494,0.104,0.0655,0.0,0.293
149.175,3.0,1.0,-9.324,4.0,195648.0,0.524,0.874,0.0428,0.133,0.371,0.0,0.407
143.917,10.0,1.0,-7.086,4.0,174583.0,0.469,0.72,0.0454,0.151,0.501,0.0,0.402
91.008,8.0,1.0,-8.244,4.0,153854.0,0.616,0.613,0.0375,0.112,0.509,0.0,0.447
115.284,4.0,0.0,-10.109,4.0,200186.0,0.351,0.934,0.0333,0.095,0.296,0.0,0.12
119.946,10.0,1.0,-5.837,4.0,237267.0,0.765,0.291,0.052,0.389,0.472,0.0,0.352
122.769,4.0,0.0,-8.532,4.0,244360.0,0.445,0.695,0.04,0.0944,0.537,1.65e-05,0.131
141.981,5.0,1.0,-7.519,4.0,224695.0,0.604,0.578,0.0282,0.133,0.366,0.0,0.13
99.796,7.0,1.0,-8.285,3.0,180853.0,0.358,0.805,0.0285,0.183,0.284,0.0,0.276
177.115,9.0,1.0,-6.083,4.0,196520.0,0.247,0.899,0.0315,0.131,0.299,0.0,0.172
169.914,8.0,1.0,-9.258,3.0,233456.0,0.44,0.891,0.0531,0.141,0.317,4.78e-06,0.268
169.985,0.0,1.0,-8.205,4.0,179551.0,0.563,0.107,0.0684,0.446,0.639,1.06e-05,0.518
143.874,10.0,1.0,-8.761,4.0,242014.0,0.585,0.721,0.0601,0.105,0.436,1.31e-05,0.132
80.025,10.0,1.0,-7.503,4.0,229526.0,0.689,0.369,0.0815,0.0649,0.481,1.03e-06,0.283
84.039,0.0,1.0,-3.798,4.0,250760.0,0.637,0.209,0.266,0.156,0.678,0.0,0.254
116.959,1.0,1.0,-2.958,3.0,233720.0,0.609,0.0157,0.0259,0.0864,0.692,0.0,0.454
143.95,8.0,0.0,-5.408,4.0,223347.0,0.556,0.0689,0.0382,0.196,0.538,0.0,0.291
64.934,11.0,1.0,-10.068,4.0,121887.0,0.669,0.883,0.029,0.0984,0.308,0.0,0.52
109.891,1.0,1.0,-5.679,4.0,182161.0,0.501,0.751,0.0319,0.105,0.405,0.0,0.446
119.949,2.0,1.0,-9.681,4.0,198853.0,0.618,0.469,0.0526,0.0829,0.443,0.0,0.167
119.972,5.0,1.0,-4.63,4.0,340707.0,0.516,0.0275,0.0313,0.109,0.595,0.0,0.222
119.93,8.0,1.0,-7.064,4.0,269560.0,0.422,0.922,0.0322,0.132,0.264,0.0,0.331
189.857,8.0,1.0,-6.646,4.0,252534.0,0.262,0.247,0.0484,0.125,0.606,0.0,0.275
85.043,10.0,1.0,-7.398,4.0,211467.0,0.358,0.695,0.059,0.0902,0.557,0.0,0.494
111.881,3.0,1.0,-4.858,4.0,215107.0,0.459,0.604,0.0573,0.0885,0.575,0.0,0.183
119.959,7.0,1.0,-12.695,4.0,180933.0,0.614,0.896,0.0478,0.0795,0.318,0.00239,0.112
137.915,0.0,1.0,-11.198,4.0,242114.0,0.595,0.238,0.0347,0.123,0.511,0.00198,0.338
109.986,4.0,1.0,-18.717,4.0,187932.0,0.522,0.894,0.0357,0.0941,0.128,0.026,0.124
118.093,2.0,1.0,-10.626,4.0,241406.0,0.52,0.621,0.0351,0.0814,0.45,0.0,0.131
100.05,0.0,1.0,-7.216,4.0,206562.0,0.66,0.34,0.14,0.124,0.617,2.6e-06,0.566
103.94,0.0,0.0,-10.018,4.0,202010.0,0.608,0.854,0.0253,0.113,0.358,0.0186,0.365
95.451,7.0,1.0,-10.449,3.0,184895.0,0.603,0.927,0.0279,0.101,0.148,0.0,0.228
113.884,2.0,0.0,-13.378,4.0,235654.0,0.642,0.912,0.0388,0.108,0.232,7.91e-05,0.111
147.986,2.0,1.0,-10.552,4.0,343253.0,0.426,0.203,0.0322,0.0832,0.228,0.14,0.0826
136.932,7.0,0.0,-6.765,4.0,154147.0,0.602,0.81,0.0504,0.0943,0.525,0.0,0.548
100.607,3.0,1.0,-7.885,4.0,229227.0,0.38,0.691,0.0338,0.12,0.339,0.0,0.0849
71.884,9.0,0.0,-12.603,3.0,183624.0,0.45,0.818,0.0441,0.135,0.329,0.00109,0.266
153.947,2.0,1.0,-5.571,4.0,153190.0,0.604,0.178,0.0475,0.409,0.741,3.49e-05,0.473
119.997,1.0,0.0,-7.428,4.0,219440.0,0.649,0.0146,0.0297,0.145,0.517,1.63e-06,0.35
107.989,4.0,1.0,-10.48,4.0,258987.0,0.614,0.607,0.0476,0.0986,0.379,0.000464,0.201
145.867,1.0,0.0,-4.721,4.0,217867.0,0.498,0.511,0.032,0.107,0.59,0.0,0.0784
120.006,6.0,0.0,-14.454,4.0,245426.0,0.704,0.902,0.0994,0.106,0.225,0.657,0.243
131.721,0.0,0.0,-10.624,4.0,187944.0,0.375,0.651,0.0352,0.0695,0.133,0.0,0.192
72.847,6.0,0.0,-9.595,5.0,281960.0,0.236,0.811,0.0348,0.087,0.249,1e-06,0.181
92.378,2.0,1.0,-10.699,4.0,315427.0,0.382,0.934,0.037,0.0695,0.422,0.95,0.0368
87.01,2.0,1.0,-9.514,3.0,208212.0,0.544,0.969,0.038,0.639,0.369,0.279,0.102
114.827,11.0,1.0,-9.08,4.0,249874.0,0.542,0.638,0.0346,0.106,0.304,0.000118,0.12
114.402,7.0,1.0,-6.834,1.0,161613.0,0.372,0.436,0.0344,0.33,0.255,0.0,0.254
121.443,4.0,1.0,-19.067,4.0,150174.0,0.712,0.739,0.0544,0.107,0.0784,0.0,0.642
93.005,0.0,1.0,-7.357,4.0,161385.0,0.662,0.213,0.0299,0.134,0.413,0.0,0.467
100.023,5.0,0.0,-7.788,4.0,250173.0,0.62,0.569,0.0479,0.19,0.574,0.0,0.357
166.467,4.0,1.0,-8.485,4.0,201080.0,0.379,0.952,0.051,0.118,0.29,0.00106,0.169
81.552,8.0,1.0,-6.303,4.0,163603.0,0.4,0.214,0.0674,0.0656,0.641,0.0,0.393
78.928,11.0,0.0,-6.651,4.0,219160.0,0.458,0.712,0.0381,0.11,0.347,0.0,0.431
124.041,10.0,1.0,-7.824,4.0,228387.0,0.606,0.876,0.0305,0.138,0.328,0.0,0.393
98.082,2.0,1.0,-7.186,4.0,283707.0,0.63,0.822,0.0249,0.0926,0.44,3.87e-06,0.343
135.187,9.0,1.0,-8.251,4.0,285240.0,0.556,0.893,0.0281,0.0996,0.319,0.0,0.294
171.006,10.0,1.0,-7.699,3.0,204326.0,0.329,0.918,0.0303,0.137,0.235,0.0,0.22
81.713,10.0,1.0,-11.092,4.0,216865.0,0.508,0.664,0.0788,0.104,0.404,0.0,0.129
145.722,9.0,1.0,-19.773,4.0,188240.0,0.32,0.987,0.0498,0.0924,0.242,0.949,0.115
95.799,7.0,1.0,-6.362,4.0,215733.0,0.572,0.371,0.0308,0.231,0.385,0.0,0.323
159.91,11.0,0.0,-8.024,4.0,186268.0,0.414,0.1,0.0251,0.131,0.416,0.179,0.196
79.983,11.0,0.0,-5.908,4.0,261640.0,0.508,0.272,0.0628,0.0563,0.72,0.0,0.472
139.631,5.0,1.0,-6.761,4.0,278719.0,0.449,0.0509,0.0268,0.0833,0.585,8.75e-05,0.212
142.002,0.0,1.0,-3.474,4.0,278640.0,0.668,0.0417,0.117,0.459,0.886,0.0,0.503
118.036,8.0,1.0,-6.025,4.0,184400.0,0.656,0.0357,0.0285,0.0973,0.609,0.0,0.0872
117.055,0.0,1.0,-6.169,4.0,193547.0,0.389,0.178,0.0644,0.116,0.665,0.000732,0.199
76.999,4.0,0.0,-6.366,4.0,243654.0,0.439,0.0588,0.0316,0.156,0.623,0.257,0.453
75.801,1.0,1.0,-10.086,4.0,208687.0,0.464,0.866,0.129,0.109,0.473,0.0,0.604
72.795,0.0,1.0,-8.648,4.0,213827.0,0.612,0.932,0.0434,0.088,0.28,0.0,0.387
110.011,4.0,1.0,-6.502,4.0,240133.0,0.567,0.839,0.0299,0.089,0.267,1.46e-06,0.0592
136.041,6.0,1.0,-7.05,4.0,201661.0,0.752,0.297,0.0705,0.0936,0.488,9.11e-06,0.533
83.903,6.0,0.0,-7.23,4.0,239836.0,0.511,0.349,0.2,0.34,0.566,0.0,0.218
89.887,2.0,1.0,-4.464,4.0,213543.0,0.556,0.4,0.025,0.268,0.529,0.0,0.308
139.048,10.0,1.0,-7.45,3.0,285120.0,0.423,0.312,0.0267,0.11,0.407,0.000961,0.161
123.942,4.0,1.0,-11.542,4.0,259040.0,0.714,0.697,0.0396,0.0919,0.434,0.0,0.352
100.029,0.0,0.0,-6.256,4.0,206667.0,0.689,0.773,0.0305,0.104,0.379,0.0,0.47
85.6,0.0,1.0,-13.569,4.0,211933.0,0.671,0.912,0.0404,0.0771,0.153,5.53e-05,0.658
96.31,5.0,1.0,-5.182,4.0,244667.0,0.575,0.0647,0.034,0.709,0.886,0.000187,0.609
97.012,1.0,0.0,-4.44,4.0,216773.0,0.673,0.185,0.0431,0.0826,0.886,0.0,0.795
137.313,7.0,1.0,-20.405,4.0,174172.0,0.397,0.963,0.0383,0.107,0.0666,0.158,0.0389
86.26,0.0,1.0,-9.733,3.0,305747.0,0.209,0.172,0.0443,0.0843,0.412,0.15,0.162
180.065,8.0,1.0,-7.631,4.0,196000.0,0.644,0.371,0.232,0.194,0.496,1.63e-06,0.0918
134.021,0.0,0.0,-9.144,4.0,119133.0,0.872,0.469,0.242,0.297,0.391,4.13e-06,0.437
174.088,1.0,0.0,-12.92,4.0,342040.0,0.794,0.853,0.173,0.112,0.32,0.134,0.241
163.255,10.0,0.0,-8.022,4.0,213707.0,0.489,0.579,0.117,0.104,0.505,0.000333,0.337
130.97,5.0,0.0,-7.215,4.0,307880.0,0.577,0.599,0.0279,0.183,0.749,0.0115,0.255
111.893,9.0,0.0,-10.164,4.0,240707.0,0.621,0.945,0.0283,0.117,0.31,6.12e-05,0.125
150.96,11.0,1.0,-9.331,4.0,242947.0,0.703,0.559,0.0417,0.0973,0.444,0.0,0.712
173.264,5.0,0.0,-12.262,4.0,174267.0,0.365,0.541,0.0353,0.38,0.277,2.87e-05,0.2
106.976,10.0,0.0,-17.862,4.0,169180.0,0.64,0.869,0.0362,0.109,0.178,0.0,0.381
84.839,8.0,0.0,-8.856,4.0,231523.0,0.52,0.873,0.0303,0.104,0.316,1.39e-05,0.267
78.262,7.0,1.0,-11.881,4.0,222800.0,0.398,0.616,0.033,0.0912,0.286,0.000146,0.0666
93.099,4.0,0.0,-9.934,4.0,142000.0,0.585,0.0967,0.0616,0.115,0.471,0.0184,0.323
118.917,1.0,0.0,-16.541,4.0,179080.0,0.498,0.72,0.188,0.144,0.235,0.0,0.0895
109.941,11.0,1.0,-6.806,4.0,253200.0,0.599,0.0952,0.0281,0.0996,0.471,0.0,0.141
82.642,4.0,1.0,-14.084,4.0,196077.0,0.367,0.978,0.0972,0.0897,0.111,3.97e-05,0.198
139.644,6.0,1.0,-10.654,4.0,176972.0,0.541,0.882,0.0303,0.16,0.153,1.66e-06,0.359
174.185,0.0,1.0,-10.064,3.0,193733.0,0.391,0.389,0.0763,0.102,0.335,0.0,0.116
112.881,1.0,1.0,-14.061,3.0,228443.0,0.502,0.885,0.0486,0.111,0.168,0.0,0.355
157.98,5.0,0.0,-6.129,4.0,295502.0,0.47,0.329,0.0342,0.0854,0.431,0.0,0.289
68.976,5.0,1.0,-5.946,4.0,185863.0,0.586,0.0153,0.113,0.133,0.624,1.78e-06,0.267
152.617,1.0,0.0,-5.019,4.0,190606.0,0.476,0.183,0.11,0.0997,0.686,0.0,0.243
184.086,10.0,1.0,-5.576,4.0,250627.0,0.378,0.02,0.075,0.0849,0.638,7.66e-05,0.735
102.071,1.0,1.0,-4.689,4.0,175427.0,0.72,0.0384,0.124,0.157,0.791,0.0,0.756
99.978,4.0,1.0,-4.977,4.0,200467.0,0.686,0.0764,0.119,0.163,0.783,0.0,0.814
154.961,8.0,1.0,-3.906,4.0,177280.0,0.471,0.00301,0.0586,0.313,0.924,0.0,0.725
124.99,4.0,1.0,-2.494,4.0,199987.0,0.726,0.009,0.0737,0.0596,0.787,0.0,0.888
136.01,5.0,1.0,-3.763,4.0,216013.0,0.602,0.0098,0.044,0.0561,0.923,0.0,0.765
85.984,7.0,1.0,-5.911,4.0,193147.0,0.628,0.00957,0.0916,0.121,0.676,2.65e-05,0.75
65.043,5.0,0.0,-5.237,4.0,214240.0,0.728,0.0401,0.137,0.111,0.859,0.0,0.535
100.008,4.0,1.0,-6.44,4.0,213107.0,0.718,0.0159,0.0387,0.0627,0.691,0.0,0.552
174.084,5.0,0.0,-4.261,4.0,193733.0,0.545,0.00489,0.0345,0.132,0.783,0.0,0.551
122.014,9.0,1.0,-7.289,4.0,199263.0,0.752,0.0324,0.0546,0.351,0.775,0.0,0.595
89.99,9.0,1.0,-3.293,4.0,210960.0,0.646,0.0319,0.0976,0.267,0.795,0.0,0.796
126.039,2.0,1.0,-2.16,4.0,200213.0,0.663,0.0542,0.0544,0.144,0.857,0.0,0.931
118.491,1.0,1.0,-2.986,4.0,200107.0,0.652,0.0227,0.0465,0.0789,0.877,0.0,0.486
106.012,0.0,0.0,-3.689,4.0,185587.0,0.762,0.015,0.0561,0.125,0.863,0.0,0.965
130.009,1.0,0.0,-6.075,4.0,225373.0,0.762,0.15,0.0687,0.256,0.661,0.0,0.769
184.086,10.0,1.0,-5.576,4.0,250627.0,0.378,0.02,0.075,0.0849,0.638,7.66e-05,0.735
129.992,6.0,0.0,-7.106,1.0,188344.0,0.782,0.125,0.0767,0.385,0.559,0.0,0.685
143.072,0.0,0.0,-4.992,4.0,206307.0,0.732,0.291,0.134,0.116,0.69,0.0,0.758
139.917,1.0,0.0,-6.233,4.0,170858.0,0.74,0.0183,0.0506,0.0558,0.517,0.0,0.698
132.032,7.0,1.0,-3.956,4.0,220227.0,0.706,7.95e-05,0.0418,0.0688,0.841,0.0,0.861
110.054,0.0,0.0,-5.077,4.0,160657.0,0.717,0.0018,0.0337,0.0921,0.671,2.54e-06,0.699
123.831,11.0,0.0,-5.849,4.0,181240.0,0.934,0.0971,0.101,0.477,0.694,1.2e-06,0.833
101.969,7.0,0.0,-6.645,4.0,197933.0,0.664,0.0353,0.111,0.0843,0.714,8.42e-06,0.71
134.074,10.0,1.0,-7.01,4.0,229773.0,0.549,0.359,0.0356,0.101,0.715,0.0,0.555
153.96,2.0,1.0,-5.569,4.0,153190.0,0.601,0.185,0.0478,0.415,0.741,2.91e-05,0.441
134.01,6.0,1.0,-5.932,4.0,165507.0,0.722,0.0319,0.0544,0.183,0.588,0.0,0.59
149.995,3.0,0.0,-7.409,4.0,212000.0,0.736,0.0203,0.0615,0.0501,0.704,0.0,0.894
87.981,1.0,0.0,-4.51,4.0,143901.0,0.737,0.00614,0.22,0.0486,0.846,0.0,0.546
120.041,6.0,0.0,-7.627,4.0,218107.0,0.611,0.00543,0.0533,0.26,0.797,0.00137,0.518
148.017,1.0,1.0,-3.74,4.0,222587.0,0.356,0.00101,0.0808,0.0953,0.924,0.0,0.232
77.011,11.0,0.0,-4.424,4.0,173381.0,0.728,0.237,0.266,0.434,0.783,0.0,0.555
93.011,5.0,1.0,-4.938,4.0,218763.0,0.648,0.284,0.0276,0.0833,0.62,0.0,0.772
162.279,1.0,1.0,-9.973,4.0,282206.0,0.329,0.0578,0.0417,0.113,0.444,0.0352,0.225
80.029,4.0,1.0,-4.512,4.0,187653.0,0.541,0.0158,0.0642,0.34,0.907,0.000185,0.434
144.962,7.0,1.0,-7.158,4.0,204315.0,0.508,0.516,0.0473,0.119,0.378,0.0,0.161
121.005,0.0,1.0,-7.237,4.0,187889.0,0.576,0.0311,0.034,0.323,0.679,0.0,0.213
107.936,5.0,1.0,-3.337,4.0,169667.0,0.577,0.0137,0.0695,0.121,0.833,0.0,0.58
151.898,0.0,1.0,-6.436,4.0,163816.0,0.714,0.0802,0.118,0.35,0.657,0.0,0.725
128.029,10.0,0.0,-4.571,4.0,229413.0,0.87,0.0624,0.0593,0.153,0.693,0.0,0.37
94.984,1.0,1.0,-8.78,4.0,258507.0,0.794,0.124,0.294,0.133,0.95,7.71e-05,0.324
164.118,4.0,0.0,-2.671,4.0,201307.0,0.632,0.0302,0.0593,0.0871,0.949,0.0,0.969
111.995,0.0,0.0,-6.518,4.0,251467.0,0.756,0.0184,0.0959,0.158,0.674,0.0,0.389
94.018,4.0,1.0,-4.12,4.0,155884.0,0.84,0.00302,0.136,0.0684,0.766,3.61e-06,0.402
120.324,4.0,0.0,-3.909,4.0,195717.0,0.516,0.00139,0.0706,0.296,0.85,0.0,0.583
75.977,10.0,1.0,-4.891,4.0,160240.0,0.575,0.583,0.0358,0.115,0.648,0.0,0.466
113.939,9.0,0.0,-4.582,4.0,223853.0,0.687,0.102,0.0876,0.147,0.761,0.0,0.743
94.993,6.0,0.0,-6.986,4.0,235613.0,0.781,0.0633,0.293,0.0457,0.526,0.0,0.665
117.953,7.0,0.0,-4.627,4.0,164819.0,0.754,0.0301,0.0435,0.0901,0.763,2.23e-05,0.464
150.088,2.0,1.0,-4.543,4.0,140803.0,0.61,0.0245,0.109,0.106,0.747,0.0,0.439
120.019,1.0,1.0,-12.742,4.0,75546.0,0.961,0.333,0.59,0.111,0.14,0.00689,0.234
72.795,0.0,1.0,-8.648,4.0,213827.0,0.612,0.932,0.0434,0.088,0.28,0.0,0.387
134.066,1.0,1.0,-4.961,4.0,206693.0,0.853,0.013,0.0406,0.0944,0.56,0.0,0.86
104.953,5.0,0.0,-5.342,4.0,191000.0,0.741,0.00781,0.0718,0.0232,0.798,0.0,0.939
105.029,0.0,1.0,-11.015,4.0,175027.0,0.453,0.728,0.163,0.387,0.383,0.0,0.333
132.019,11.0,1.0,-4.188,4.0,211167.0,0.599,0.0603,0.0439,0.204,0.831,0.0,0.624
106.998,8.0,1.0,-6.135,4.0,173948.0,0.905,0.0254,0.102,0.113,0.563,9.71e-06,0.324
123.146,6.0,1.0,-4.183,4.0,220293.0,0.63,0.215,0.0363,0.253,0.804,0.0,0.492
80.565,7.0,1.0,-4.658,4.0,164782.0,0.376,0.0858,0.0768,0.0884,0.657,0.0,0.203
142.929,4.0,1.0,-3.874,4.0,131064.0,0.71,0.0161,0.0722,0.451,0.789,2.77e-06,0.717
149.998,7.0,1.0,-3.781,4.0,193387.0,0.758,0.0185,0.112,0.0677,0.712,0.0,0.795
148.075,7.0,1.0,-3.803,4.0,222093.0,0.746,0.0244,0.128,0.354,0.873,0.0,0.817
134.966,2.0,1.0,-7.863,4.0,267067.0,0.891,0.00258,0.0551,0.0504,0.628,0.00019,0.552
105.018,2.0,1.0,-4.699,4.0,250373.0,0.894,0.0183,0.112,0.0388,0.791,0.0,0.583
118.818,1.0,1.0,-8.824,4.0,291293.0,0.709,0.207,0.0453,0.0888,0.824,0.000307,0.867
